ID,n_points,yD_bary,yB_bary,chi2_red_bary,wrms_bary_kms,yD_halo,yB_halo,vinf_kms,rc_kpc,chi2_red_halo,wrms_halo_kms,wrms_improvement_kms
ESO444-G084,7,1.9999999999993914,0.0,251.43742771254827,28.91918721768702,1.9999999999999996,0.0,77.27141688296769,1.1681702521862005,0.5820963829412671,1.4600079833376323,27.45917923434939
ESO563-G021,30,1.323667297115924,0.0,37.10565538226635,45.987365676612185,0.5190905325862071,0.0,312.79517658902057,4.9775668187835285,11.48264362794687,18.176016338436384,27.811349338175802
F561-1,6,0.9170092429960237,0.0,0.6301907588181436,3.9556091665188924,5.125807703700256e-15,0.0,48.66006209477686,1.036445167048492,0.3523780325703137,3.018791363147479,0.9368178033714134
F563-1,17,1.99999999998172,0.0,21.057082900702618,49.094169460418414,3.0816600523823553e-14,0.0,116.74318514485749,2.0173642824042037,0.5876722426138521,7.016085093855374,42.07808436656304
F563-V1,6,0.9764542734678852,0.0,0.17210135204729587,1.893527088350907,0.880272213414848,0.0,6.73203256670555,0.19865148891208187,0.271695269338416,1.8428757057192435,0.050651382631663466
F563-V2,10,1.9999999999999998,0.0,9.893301346809277,38.878108766461835,1.9999999999999998,0.0,118.87200132851069,1.8896570538036976,0.18948575532810666,4.686393548304569,34.19171521815727
F565-V2,7,1.9999999999974134,0.0,32.49862484426712,32.41778702256819,9.148856572324741e-16,0.0,105.37338672074561,3.1556713874942193,0.06352608669885858,1.6011675001328374,30.816619522435353
F567-2,5,1.9153537311785782,0.0,0.29887355638719965,3.7311185342725923,1.307081874978159,0.0,38.254489440669296,2.5350383515620916,0.44746255756454206,3.1902813062115594,0.540837228061033
F568-1,12,1.9999999999999998,0.0,16.975374054614377,44.15696509273254,3.2658303248853852e-15,0.0,153.24744362442354,2.1872813843450643,0.12662554488722852,3.554124594626713,40.60284049810583
F568-3,18,1.9999999999999998,0.0,5.1139371095062165,19.032058050354042,2.297885942516339e-15,0.0,134.07404800088383,3.6513055938302905,1.0282773435165509,6.2441521294112645,12.787905920942777
F568-V1,15,1.9999999999999998,0.0,17.040040476510093,39.946880236174664,1.9999999999999656,0.0,110.58849516238458,1.739427478831643,0.09722839375043602,4.365561152129416,35.58131908404525
F571-8,13,1.1389926743343841,0.0,131.73052685973178,47.76244924793829,0.12307547187465348,0.0,176.17445941498704,3.4837500469422813,0.45608380283776356,3.2020572210766924,44.5603920268616
F571-V1,7,1.9999999999999998,0.0,19.035733926745362,24.59264325761217,0.5735466339873415,0.0,94.00897810908648,3.1748846222276184,0.08688383695815483,1.8643570390385908,22.72828621857358
F574-1,14,1.9999999999999998,0.0,18.870679580602697,19.161746388406055,2.647872894280261e-15,0.0,110.0002406587304,1.7196852779529441,0.2460099973667835,2.1095720784251455,17.05217430998091
F574-2,5,0.5608193362379503,0.0,0.09281477860208737,2.6887153251486184,1.4951801500202468e-19,0.0,38.41652389353431,3.582699188956981,0.049593329297188425,1.3556737118053235,1.333041613343295
F579-V1,14,1.9999999999990832,0.0,2.591329225308987,15.442862321642833,0.034896353353708644,0.0,115.25385916604066,0.6430108269743022,0.0370008336509835,1.6964646308873557,13.746397690755478
F583-1,25,1.9999999999999998,0.0,21.623029260687662,25.797683608920508,0.339134578108523,0.0,97.09472996859284,2.6575806089337966,0.37238093886562784,3.5380374293805548,22.259646179539953
F583-4,12,1.9999999999999998,0.0,2.221086582763004,6.657951351534817,1.7575623279509067,0.0,499.99999999999676,47.00492579604047,0.16432752078741203,1.7075298242330854,4.950421527301732
IC2574,34,1.9999999999922793,0.0,62.30981219065118,11.904163489107853,0.8746368881365262,0.0,146.00981618549477,12.548840211015897,2.3479226916720446,2.2551148323955554,9.649048656712298
